"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"9QI4K9BH","journalArticle","1998","Terrill, A.","Biri","vol.","","","","","","1998","2023-02-12 15:46:35","2023-02-12 15:46:58","","","","clairebowern","258","","","","","","","","","","","","","","","","","Citation Key: ter98 tex.unidentified: Munich: Lincom Europa","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YCIAWY6B","book","2002","Terrill, A.","Dharumbal: The language of Rockhampton, Australia","","","","","","","2002","2023-02-12 15:46:35","2023-02-12 15:46:35","","","","","","","","","","","","","Pacific Linguistics","Canberra","","","","","","","","Citation Key: ter02d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NMHPUGJJ","journalArticle","","Thieberger, Nicholas; Lockyer, Manny; Lockyer, Bernie; Clifton, Sam","n.d","Kariyarra wordlist. ASEDA 00","","","","","","","2023-02-12 15:46:35","2023-02-12 15:46:58","","","","clairebowern","18","","","","","","","","","","","","","","","","","Citation Key: ASEDA0018","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7KS8KVVX","journalArticle","","Thompson, David","n.d. “Sand Beach” language: an outline of <span class=""nocase"">Kuuku Ya'u and Umpila</span>","ASEDA 00","","","","","","","2023-02-12 15:46:35","2023-02-12 15:46:58","","","","clairebowern","27","","","","","","","","","","","","","","","","","Citation Key: ASEDA0027","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6D9BEG67","book","1892","Threlkeld, L.; Ridley, W.; Livingstone, H.; Günther, J.; Taplin, G.","An australian language as spoken by the Awabakal, the people of Awaba, or <span class=""nocase"">Lake Macquarie (near Newcastle, New South Wales</span>): Being an account of their language, traditions, and customs","","","","","","","1892","2023-02-12 15:46:35","2023-02-12 15:46:35","","","","","","","","","","","","","C. Potter","Govt. Printer","","","","","","","","Citation Key: thr92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q4R933VZ","book","","Tindale, N. B. n.d","Vocabulary 71: Wadjabangay","","","","","","","","2023-02-12 15:46:35","2023-02-12 15:46:35","","","","","","","","","","","","","MS","","","","","","","","","Citation Key: tin71","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y5VK5REB","journalArticle","1994","Troy, J.","The Sydney language","In","","","","","","1994","2023-02-12 15:46:35","2023-02-12 15:46:59","","61-78","","clairebowern","","","","","","","","","","","","","","","","","","Citation Key: tro94 tex.unidentified: <i>Macquarie aboriginal words</i>,. Sydney: Macquarie University","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DQIB9SRU","book","1972","Tsunoda, Tasaku","Warungu dictionary","","","","","","","1972","2023-02-12 15:46:35","2023-02-12 15:46:35","","","","","","","","","","","","","MS","","","","","","","","","Citation Key: tsums","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DTTGGN4A","book","1981","Tsunoda, Tasaku","The Djaru language of Kimberley, Western Australia","","","","","","","1981","2023-02-12 15:46:35","2023-02-12 15:46:35","","","","","","","","","","","","","Pacific Linguistics","Canberra","","","","","","","","Citation Key: tsu81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RL7JG4NH","book","","Tsunoda, Tasaku and","and Kimberley Language Resource Centre. n.d","","","","","","","","2023-02-12 15:46:35","2023-02-12 15:46:35","","","","","","","","","","","","","Jaru dictionary. MS","Hall's Creek","","","","","","","","Citation Key: klrc91","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YBJV5HUZ","book","1993","Valiquette, Hilaire","A basic <span class=""nocase"">Kukatja to English Dictionary</span>","","","","","","","1993","2023-02-12 15:46:35","2023-02-12 15:46:35","","","","","","","","","","","","","Wirrimanu (Balgo),: W.A.:Luurnpa Catholic School","","","","","","","","","Citation Key: valiquettebasic1993","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N6BCDHUM","book","2008","Wafer, Jim; Lissarrague, Amanda","A handbook of Aboriginal languages of <span class=""nocase"">New South Wales and the Australian Capital Territory</span>","","","","","","","2008","2023-02-12 15:46:35","2023-02-12 15:46:35","","","","","","","","","","","","","Muurrbay Aboriginal Language and Culture Co-operative","Nambucca Heads, N.S.W.","","","","","","","","Citation Key: waf08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IAG22SMF","journalArticle","2006","Wanganeen, T.; Eira, C.","The fragments of Budderer's waddy: a new Narungga grammar","vol.","","","","","","2006","2023-02-12 15:46:35","2023-02-12 15:46:58","","","","clairebowern","1","","","","","","","","","","","","","","","","","Citation Key: wan06 tex.unidentified: Wakefield Press","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S6PKL655","journalArticle","","Waters, B.; others","1983. An interim djinang dictionary","Work Papers of SIL-AAB, Series B","","","","","","","2023-02-12 15:46:35","2023-02-12 15:46:59","","","","clairebowern","9","","","","","","","","","","","","","","","","","Citation Key: wat83d","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MG65EZDL","journalArticle","1980","Waters, B. E.; Waters, B. E.","Djinang phonology","Pacific Linguistics A","","","","","","1980","2023-02-12 15:46:35","2023-02-12 15:46:59","","1-71","","clairebowern","60","","","","","","","","","","","","","","","","","Citation Key: wat80p","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WGHIZGYE","journalArticle","1989","Waters, Bruce","Djinang and Djinba","vol. C","","","","","","1989","2023-02-12 15:46:35","2023-02-12 15:46:59","","","","clairebowern","114","","","","","","","","","","","","","","","","","Citation Key: wat89 tex.unidentified: Canberra: Pacific Linguistics","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S75U9BXZ","thesis","1991","Wilkinson, Melanie","Djambarrpuyngu: A Yolngu variety of Northern Australia","","","","","","","1991","2023-02-12 15:46:35","2023-02-12 15:46:35","","","","","","","","","","","","","University of Sydney","","","","","","","","","Citation Key: wil91","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GT3G966D","book","1980","Williams, C. J.","A grammar of Yuwaalaraay","","","","","","","1980","2023-02-12 15:46:35","2023-02-12 15:46:35","","","","","","","","","","","","","Department of Linguistics","Research School of Pacific Studies, Australian National University","","","","","","","","Citation Key: williams1980grammar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3XGYSJM8","book","1982","Wordick, F. J. F.","The Yindjibarndi language","","","","","","","1982","2023-02-12 15:46:35","2023-02-12 15:46:35","","","","","","","","","","","","","Department of Linguistics","Research School of Pacific Studies, Australian National University","","","","","","","","Citation Key: wor82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SCBMPAM6","journalArticle","","Wunumurra, Djarraya","n.d","Dhalwau dictionary","","","","","","","2023-02-12 15:46:35","2023-02-12 15:46:59","","","","clairebowern","502","","","","","","","","","","","","","","","","","Citation Key: ASEDA0502 tex.unidentified: ASEDA 0","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6KSSJ8IQ","book","1986","Zorc, David","Yolu-matha dictionary","","","","","","","1986","2023-02-12 15:46:35","2023-02-12 15:46:35","","","","","","","","","","","","","School of Australian Linguistics, Darwin Institute of Technology","Darwin","","","","","","","","Citation Key: zor86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3NCAXM9W","journalArticle","","Bennett, F","THEVOCABULAROYF THE MT. SPENCER BLACKS.","","","","","","","","2023-02-12 20:24:49","2023-02-12 20:24:49","","","","","","","","","","","","","","","en","","","","","Zotero","","","","/Users/clb3/Zotero/storage/FLRQ3MEK/The Vocab of the Mt. Spencer.pdf","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZIN3NGGE","document","","","aiatsis 2011.pdf","","","","","","","","2023-02-12 20:25:40","2023-02-12 20:25:40","","","","","","","","","","","","","","","","","","","","","","","","/Users/clb3/Zotero/storage/X458AA86/aiatsis 2011.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UCZPPY8D","document","","","Thomas Illidge.pdf","","","","","","","","2023-02-12 20:25:41","2023-02-12 20:25:41","","","","","","","","","","","","","","","","","","","","","","","","/Users/clb3/Zotero/storage/XCN2P99I/Thomas Illidge.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SLK2UGHI","document","","","Three columns of Warugu Yirandali Kuiykari.pdf","","","","","","","","2023-02-12 20:25:42","2023-02-12 20:25:42","","","","","","","","","","","","","","","","","","","","","","","","/Users/clb3/Zotero/storage/8N4EVTGE/Three columns of Warugu Yirandali Kuiykari.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TAGAN39P","document","","","TRANS FLY SURVEY Appendix B Gizra Word Lists.pdf","","","","","","","","2023-02-12 20:25:44","2023-03-09 17:54:13","","","","","","","","","","","","","","","","","","","","","","Citation Key: TFS-AppB","","/Users/clb3/Zotero/storage/Y4ELNT7R/Appendix B Pages from Surv_East_Trans_Fly_Lang-2.pdf; /Users/clb3/Zotero/storage/HTL7WPKW/Surv_East_Trans_Fly_Lang.pdf; /Users/clb3/Zotero/storage/FH5U4ZVM/TRANS FLY SURVEY Appendix B Gizra Word Lists.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EMPWSWVP","document","","","Vocabulary of Aboriginal.pdf","","","","","","","","2023-02-12 20:25:45","2023-02-12 20:39:36","","","","","","","","","","","","","","","","","","","","","","Citation Key: barnd","","/Users/clb3/Zotero/storage/VY5H67GG/Vocabulary of Aboriginal.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BH5A2GLA","document","","Alexander, JD","Vocabulary of Yalla Yandy.pdf","","","","","","Vocabulary of ""Yalla Yandy"" (Tindale's Jeljendi?) Recorded at Dubbo Downs. S.W. Queensland by J.D. Alexander (Later of Strathleven, Maytown, via Cooktown)","nd","2023-02-12 20:25:46","2023-02-15 17:22:17","","","","","","","","","","","","","","","","","","MIT Archives (Hale papers)","","","","Citation Key: yallnd","","/Users/clb3/Zotero/storage/C6RUSD83/Vocabulary of Yalla Yandy.pdf","","","","Hale, Kenneth","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
